Phrase en Anglais;Phrase en Français;Unnamed: 2
Objective: ${number: 2}/${number: 0} demon-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} beast-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the wyvern family: ${number: 2}/${number: 0}.;nan;
Attack: ${choice: 6}[Fire/Ice/Wind/Earth/Thunder/Water/Light/Darkness] damage of ${number: 5} ${choice-plurality: 5}[point/points] or greater.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the bugard family: ${number: 2}/${number: 0}.;nan;
Monster's status: A ${choice: 5}[fire/ice/wind/earth/thunder/water/light/darkness]-based status ailment.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the bat family: ${number: 2}/${number: 0}.;nan;
Avatar: ${choice: 5}[Carbuncle/Fenrir/Ifrit/Titan/Leviathan/Garuda/Shiva/Ramuh/Diabolos].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: Trigger the additional effect of the ${item-singular: 5[2]} / Times: ${number: 2}/${number: 0}.;nan;
Enemy: Monsters of the funguar family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: Trigger the additional effect of the ${item-singular: 5[2]} / Times: ${number: 2}/${number: 0}.;nan;
Enemy: Monsters of the fly family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} aquan-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} amorph-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} aquan-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} amorph-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the magic pot family: ${number: 2}/${number: 0}.;nan;
Attack: ${choice: 6}[Fire/Ice/Wind/Earth/Thunder/Water/Light/Darkness] damage of ${number: 5} ${choice-plurality: 5}[point/points] or greater.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the doomed family: ${number: 2}/${number: 0}.;nan;
Monster's status: A ${choice: 5}[fire/ice/wind/earth/thunder/water/light/darkness]-based status ailment.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the bomb family: ${number: 2}/${number: 0}.;nan;
Avatar: ${choice: 5}[Carbuncle/Fenrir/Ifrit/Titan/Leviathan/Garuda/Shiva/Ramuh/Diabolos].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: Trigger the additional effect of the ${item-singular: 5[2]} / Times: ${number: 2}/${number: 0}.;nan;
Enemy: Monsters of the hound family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: Trigger the additional effect of the ${item-singular: 5[2]} / Times: ${number: 2}/${number: 0}.;nan;
Enemy: Monsters of the hecteyes family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} beast-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} vermin-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} beast-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} vermin-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the manticore family: ${number: 2}/${number: 0}.;nan;
Attack: ${choice: 6}[Fire/Ice/Wind/Earth/Thunder/Water/Light/Darkness] damage of ${number: 5} ${choice-plurality: 5}[point/points] or greater.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the scorpion family: ${number: 2}/${number: 0}.;nan;
Monster's status: A ${choice: 5}[fire/ice/wind/earth/thunder/water/light/darkness]-based status ailment.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the lizard family: ${number: 2}/${number: 0}.;nan;
Avatar: ${choice: 5}[Carbuncle/Fenrir/Ifrit/Titan/Leviathan/Garuda/Shiva/Ramuh/Diabolos].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: Trigger the additional effect of the ${item-singular: 5[2]} / Times: ${number: 2}/${number: 0}.;nan;
Enemy: Monsters of the bee family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: Trigger the additional effect of the ${item-singular: 5[2]} / Times: ${number: 2}/${number: 0}.;nan;
Enemy: Monsters of the doomed family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} undead-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} aquan-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} undead-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} aquan-type creature${choice-plurality: 0}[/s].;nan;
Weather/Day: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the leech family: ${number: 2}/${number: 0}.;nan;
Attack: ${choice: 6}[Fire/Ice/Wind/Earth/Thunder/Water/Light/Darkness] damage of ${number: 5} ${choice-plurality: 5}[point/points] or greater.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the dhalmel family: ${number: 2}/${number: 0}.;nan;
Monster's status: A ${choice: 5}[fire/ice/wind/earth/thunder/water/light/darkness]-based status ailment.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the sea monk family: ${number: 2}/${number: 0}.;nan;
Avatar: ${choice: 5}[Carbuncle/Fenrir/Ifrit/Titan/Leviathan/Garuda/Shiva/Ramuh/Diabolos].;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: Trigger the additional effect of the ${item-singular: 5[2]} / Times: ${number: 2}/${number: 0}.;nan;
Enemy: Monsters of the crawler family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: Trigger the additional effect of the ${item-singular: 5[2]} / Times: ${number: 2}/${number: 0}.;nan;
Enemy: Monsters of the wyvern family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} dragon-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Mercy Stroke;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} plantoid-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Mandalic Stab;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} lizard-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Mordant Rime;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} beast-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Pyrrhic Kleos;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} arcana-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Final Heaven;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} vermin-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Ascetic's Fury;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} undead-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Stringing Pummel;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} bird-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Knights of Round;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} aquan-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Death Blossom;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} amorph-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Atonement;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} lizard-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Expiacion;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} arcana-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Scourge;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} bird-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Onslaught;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} plantoid-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Primal Rend;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} dragon-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Metatron Torment;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} vermin-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: King's Justice;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} aquan-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Geirskogul;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} amorph-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Drakesbane;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} beast-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Catastrophe;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} arcana-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Insurgency;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} undead-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Blade: Metsu;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} dragon-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Blade: Kamu;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} aquan-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Tachi: Kaiten;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} vermin-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Tachi: Rana;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} bird-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Randgrith;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} amorph-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Mystic Boon;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} plantoid-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Gate of Tartarus;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} beast-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Vidohunir;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} lizard-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Garland of Bliss;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} aquan-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Omniscience;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} undead-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Coronach;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} beast-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Trueflight;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} bird-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Leaden Salute;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} vermin-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Namas Arrow;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} lizard-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Evisceration;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} bird-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Dragon Kick;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} plantoid-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Savage Blade;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} bird-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Ground Strike;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} lizard-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Decimation;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} plantoid-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Steel Cyclone;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} vermin-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Impulse Drive;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} plantoid-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Spiral Hell;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} beast-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Blade: Ku;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} beast-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Tachi: Kasha;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} lizard-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Black Halo;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} vermin-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Retribution;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} beast-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Detonator;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2}/${number: 0} bird-type creature${choice-plurality: 0}[/s].;nan;
Weapon Skill: Empyreal Arrow;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any dagger weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the crawler family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any hand-to-hand weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the cockatrice family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any sword weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the mandragora family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any great sword weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the beetle family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any axe weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the raptor family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any great axe weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the tiger family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any polearm weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the crab family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any scythe weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the bat family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any katana weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the bird family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any great katana weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the bee family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any club weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the worm family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any staff weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the sheep family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any marksmanship weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the lizard family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Weapon Skill: Any archery weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;nan;
Enemy: Monsters of the rabbit family.;nan;
Equipment: Target item must be equipped.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.${prompt};nan;
