Unity leader alter egos.${prompt};Les alter ego des leaders de l'Unité.${prompt}
${number: 0}　${number: 1}　${number: 2}　${number: 3};${number: 0}${number: 1}${number: 2}${number: 3}
Aslt. Pts. (Ilrusi): ${number: 11}.;Pts aslt. (Ilrusi) :${number: 11}
Character is already afflicted with a similar or same status.${prompt};Le personnage est déjà affligé d'un statut similaire ou identique.${prompt}
Switch on this area's B flag?;Activer le drapeau B de cette zone ?
The beastmen are a menace to all nations. If they rise to power, we must all unite and drive those vile creatures from that region.${prompt};Les hommes-bêtes sont une menace pour toutes les nations. S'ils parviennent au pouvoir, nous devons tous nous unir et chasser ces viles créatures de cette région.${prompt}
When you plant the ${item-singular: 0[2]} into the ground, all malice absorbed inside will be purified by the land, kupo!${prompt};Lorsque vous plantez le${item-singular: 0[2]}dans le sol, toute la malice absorbée à l'intérieur sera purifiée par la terre, kupo !${prompt}
Serious illness.;Maladie grave.
(${choice: 14}[－/★]) ${lettercase: 1}${unknown: 0x01053082939980}： 870.;${choice: 14}${lettercase: 1}${unknown: 0x01053082939980}： 870.
Change to default.;Passer à la valeur par défaut.
Under normal conditions, atmacite enrichment is an intensive process that demands trained hands.;Dans des conditions normales, l’enrichissement de l’atmacite est un processus intensif qui exige des mains entraînées.
Receive a ${unknown: 0x01052082D1CF80}.;Recevez un${unknown: 0x01052082D1CF80}
${lettercase: 1}${unknown: 0x01053082EA9880}.;${lettercase: 1}${unknown: 0x01053082EA9880}
Happy travels, kupo!${prompt};Bon voyage, kupo !${prompt}
It costs ${number: 3} gil.${prompt};Cela coûte${number: 3}gil.${prompt}
When your chocobo retires, you will receive ${article} ${item-article: 0[2]}. Be sure not to lose it.${prompt};Lorsque votre chocobo prendra sa retraite, vous recevrez${article}${item-article: 0[2]}Assurez-vous de ne pas le perdre.${prompt}
Venturing outside of town with your chocobo will improve the bond between the two of you. If you don't wander off too far, your chocobo should not get very tired, either.${prompt};S'aventurer en dehors de la ville avec votre chocobo renforcera le lien entre vous deux. Si vous ne vous éloignez pas trop, votre chocobo ne devrait pas non plus trop se fatiguer.${prompt}
Saddle.;Selle.
Equ. Lv.51 - 70. (Up to ${number: 34});Équ. Lv.51 - 70. (Jusqu'à${number: 34}
Your chocobo listened intently to the bard's songs. Its discernment and receptivity seem to have slightly improved.${prompt};Votre chocobo a écouté attentivement les chants du barde. Son discernement et sa réceptivité semblent s'être légèrement améliorés.${prompt}
An enigmatic contrivance hovers in silence...${prompt};Un dispositif énigmatique plane en silence...${prompt}
(${choice: 19}[－/★]) ${lettercase: 1}${unknown: 0x01052082FF9A80} ：680.;${choice: 19}${lettercase: 1}${unknown: 0x01052082FF9A80}：680.
Also, you cannot purchase this item if a similar item is already in your possession.${prompt};De plus, vous ne pouvez pas acheter cet article si un article similaire est déjà en votre possession.${prompt}
Obtained key item: ${number: 1} ${keyitem-singular: 0[2]}!${prompt};Objet clé obtenu :${number: 1}${keyitem-singular: 0[2]}${prompt}
We need you to bring supplies to the outpost border guards who are placed in regions under our control.${prompt};Nous avons besoin que vous apportiez des fournitures aux gardes-frontières des postes avancés qui sont placés dans les régions sous notre contrôle.${prompt}
Infused: ${keyitem-singular: 2[2]} (lv.${number: 3});Infusé :${keyitem-singular: 2[2]}(nv.${number: 3}
Abyssite evolution.;Évolution abyssale.
Behemoth's Dominion.${prompt};Le domaine de Behemoth.${prompt}
Plan accomplished event (${number: 0})${prompt};Planifier l'événement accompli (${number: 0}${prompt}
100-199.;100-199.
Please choose another.${prompt};Veuillez en choisir un autre.${prompt}
2;2
${entity: 0}'s receptivity has increased!;${entity: 0}La réceptivité de a augmenté !
You have to do something about those crazy trees, kupo!${prompt};Tu dois faire quelque chose à propos de ces arbres fous, kupo !${prompt}
But be warned--this magic has the side effect of preventing you from attacking any other monster for three whole Vana'dielian days, kupo!${prompt};Mais soyez prévenu : cette magie a pour effet secondaire de vous empêcher d'attaquer tout autre monstre pendant trois jours entiers de Vana'dielian, kupo !${prompt}
Horos Attire.;Tenue Horos.
Just remember that the further away you travel from the ward, the weaker it becomes. We recommend staying in the same ${color: 5}area${color: 1} for best results.${prompt};N'oubliez pas que plus vous vous éloignez du service, plus il s'affaiblit. Nous vous recommandons de rester dans le même${color: 5}zone${color: 1}pour de meilleurs résultats.${prompt}
Start A Crystalline Prophecy?;Commencer une prophétie cristalline ?
You can choose to exhibit your chocobo to the public, which will allow anyone visiting the chocobo stables to take a look at your animal. Being the center of attention will help improve your chocobo's mental attributes.${prompt};Vous pouvez choisir d'exposer votre chocobo au public, ce qui permettra à toute personne visitant les écuries de chocobos de jeter un œil à votre animal. Être le centre d'attention contribuera à améliorer les attributs mentaux de votre chocobo.${prompt}
発現反映しますか？;発現反映しますか？
Caballarius Armor;Armure de Caballarius
(${number: 4} unit${choice-plurality: 4}[/s])${prompt};${number: 4}unité${choice-plurality: 4}[/s])${prompt}
Mamook (entrance).;Mamook (entrée).
You do not have enough conquest points to purchase the ${item-singular: 2[2]}.${prompt};Vous n'avez pas assez de points de conquête pour acheter le${item-singular: 2[2]}${prompt}
${lettercase: 1}${item-singular: 9[2]}: ${number: 10}.;${lettercase: 1}${item-singular: 9[2]}${number: 10}
When your chocobo is mature enough, you can call it in the field using ${article} ${item-article: 0[2]}.${prompt};Lorsque votre chocobo est suffisamment mature, vous pouvez l'appeler sur le terrain en utilisant${article}${item-article: 0[2]}${prompt}
${entity: 0}'s strength has increased!;${entity: 0}La force de a augmenté !
${chocobo-word: 26[2]};${chocobo-word: 26[2]}
Aydeewa Subterrane (entrance).${prompt};Souterrain Aydeewa (entrée).${prompt}
You can exhibit your chocobo to the public. We will provide you with a monetary token of gratitude for this service.${prompt};Vous pouvez exposer votre chocobo au public. Nous vous offrirons une récompense monétaire en guise de remerciement pour ce service.${prompt}
Level 98 and lower equipment.;Équipement de niveau 98 et inférieur.
Regular.;Régulier.
Egg 5.;Oeuf 5.
You currently have ${number: 0} conquest points.;Vous avez actuellement${number: 0}points de conquête.
You can't shake the feeling that you may be able to learn about Ygnas's whereabouts somewhere in this area.;Vous ne pouvez pas vous débarrasser du sentiment que vous pourriez peut-être en apprendre davantage sur l'endroit où se trouve Ygnas quelque part dans cette région.
Physical training (1300 gil).;Entraînement physique (1300 gils).
Digging for treasure will improve your chocobo's intelligence, but will place some strain on the animal and may decrease its stamina.${prompt};Creuser pour trouver un trésor améliorera l'intelligence de votre chocobo, mais exercera une certaine pression sur l'animal et pourra diminuer son endurance.${prompt}
Sparkling intelligence.;Une intelligence pétillante.
${lettercase: 1}${keyitem-singular: 1[2]}.;${lettercase: 1}${keyitem-singular: 1[2]}
Energy (HP).;Énergie (CV).
Ask about chocobo's condition.;Renseignez-vous sur l’état du chocobo.
Go back.;Revenir en arrière.
If we gain control of a region, border guards will be placed at its outposts to help adventurers like you.${prompt};Si nous prenons le contrôle d'une région, des gardes-frontières seront placés à ses avant-postes pour aider les aventuriers comme vous.${prompt}
${lettercase: 1}${unknown: 0x01053082E49880}.;${lettercase: 1}${unknown: 0x01053082E49880}
Graphics check:;Vérification graphique :
Are you sure you want the ${item-singular: 37[2]}?;Etes-vous sûr de vouloir le${item-singular: 37[2]}
For reasons yet to be determined, however, both infusion and enrichment can be safely performed by laymen, provided they're at a planar rift.${prompt};Cependant, pour des raisons qui restent à déterminer, l'infusion et l'enrichissement peuvent être réalisés en toute sécurité par des profanes, à condition qu'ils se trouvent sur une faille plane.${prompt}
Crying at night 3.;Pleurer la nuit 3.
7.;7.
${lettercase: 1}${keyitem-singular: 18[2]} (lv.${number: 19});${lettercase: 1}${keyitem-singular: 18[2]}(nv.${number: 19}
${lettercase: 1}${item-singular: 6[2]}. (${number: 21});${lettercase: 1}${item-singular: 6[2]}${number: 21}
(It seems to be in good spirits.)${prompt};(Il semble être de bonne humeur.)${prompt}
${name-player} obtains ${number: 2} ${item-plural: 1[2]} in exchange for ${number: 0} cruor.${prompt};${name-player}obtient${number: 2}${item-plural: 1[2]}en échange de${number: 0}cruauté.${prompt}
We can take your chocobo for a walk in town to improve its physical attributes of strength and endurance. However, it will have a negative effect on its mental attributes of discernment and receptivity.${prompt};Nous pouvons promener votre chocobo en ville pour améliorer ses attributs physiques de force et d'endurance. Cependant, cela aura un effet négatif sur ses attributs mentaux de discernement et de réceptivité.${prompt}
Aldo.;Aldo.
Exercising alone will significantly improve your chocobo's strength. On the other hand, its mental attributes will markedly decrease.${prompt};L'exercice seul améliorera considérablement la force de votre chocobo. En revanche, ses attributs mentaux diminueront considérablement.${prompt}
Perhaps it would behoove you to speak with Fhelm Jobeizat in Windurst Woods (J-10).;Il serait peut-être judicieux que vous parliez à Fhelm Jobeizat dans les bois de Windurst (J-10).
eat:${item-singular: 0[2]}(${number: 0})${prompt};manger:${item-singular: 0[2]}${number: 0}${prompt}
${lettercase: 1}${unknown: 0x01053082949980}.;${lettercase: 1}${unknown: 0x01053082949980}
Plan accomplishment: emphasize MND${prompt};Réalisation du plan : mettre l'accent sur la MND${prompt}
All you want for your chocobo this week is the minimum level of care? There is no charge for this service, but it will not help your chocobo grow...${prompt};Tout ce que vous voulez pour votre chocobo cette semaine, c'est le niveau de soins minimum ? Ce service est gratuit, mais il n'aidera pas votre chocobo à grandir...${prompt}
(${choice: 4}[-/★]) ${lettercase: 1}${unknown: 0x0105208287C480}✕3: ${number: 20}.;${choice: 4}${lettercase: 1}${unknown: 0x0105208287C480}✕3:${number: 20}
By infusing one's body with atmacite, it is possible to obtain powers akin to those once possessed by the creature whence it came, rather like turning a beast's fangs upon its own kind.${prompt};En imprégnant son corps d'atmacite, il est possible d'obtenir des pouvoirs proches de ceux autrefois possédés par la créature d'où il vient, un peu comme si une bête retournait les crocs contre sa propre espèce.${prompt}
(${choice: 20}[－/★]) ${lettercase: 1}${unknown: 0x01052082FFB280} ✕3： 930.;${choice: 20}${lettercase: 1}${unknown: 0x01052082FFB280}✕3： 930.
Windurst Woods. (${number: 4} unit${choice-plurality: 4}[/s]);Forêts de Windurst.${number: 4}unité${choice-plurality: 4}[/s])
Ahhh, here it is. Have a look-see.${prompt};Ahhh, le voilà. Jetez un oeil.${prompt}
${color-alt: 138}Switching Unities will cost a total of ${number: 1} Unity accolade${choice-plurality: 1}[/s], and you will be unable to switch until the rankings are tabulated. Are you sure you wish to switch Unities?;${color-alt: 138}Le changement d'unités coûtera au total${number: 1}Distinction pour l'unité${choice-plurality: 1}[/s], et vous ne pourrez pas changer tant que les classements ne seront pas compilés. Êtes-vous sûr de vouloir changer d'unité ?
What do you want to do?;Qu'est-ce que vous voulez faire?
You apparently cannot receive kinetic units from this item.${prompt};Apparemment, vous ne pouvez pas recevoir d'unités cinétiques grâce à cet objet.${prompt}
You will not be asked to confirm your choice of destination. Switching to simple teleporation mode.${prompt};Il ne vous sera pas demandé de confirmer votre choix de destination. Passage en mode téléporation simple.${prompt}
Windurst.${prompt};Windurst.${prompt}
Frontier Bivouac #3. (${number: 4} unit${choice-plurality: 4}[/s])${prompt};Bivouac Frontière #3.${number: 4}unité${choice-plurality: 4}[/s])${prompt}
EventID：${number: 0};ID d'événement :${number: 0}
What...?${prompt};Quoi...?${prompt}
Stable.;Écurie.
${chocobo-word: 19[2]};${chocobo-word: 19[2]}
----;nan
You wish to exchange ${keyitem-article: 1[2]}, ${keyitem-article: 2[2]}, ${keyitem-article: 3[2]}, ${keyitem-article: 4[2]}, ${keyitem-article: 5[2]}, and ${keyitem-article: 6[2]} for equipment?${prompt};Vous souhaitez échanger${keyitem-article: 1[2]}${keyitem-article: 2[2]}${keyitem-article: 3[2]}${keyitem-article: 4[2]}${keyitem-article: 5[2]}, et${keyitem-article: 6[2]}pour le matériel ?${prompt}
Take this ${item-singular: 0[2]} and get to work on those vile villains! I'll be preparing your special reward, kupo!${prompt};Prends ça${item-singular: 0[2]}et mets-toi au travail sur ces vilains ! Je vais préparer ta récompense spéciale, kupo !${prompt}
A tantalizing light shines forth from within the crystallized walls of this fragment ripped from a Voidwalker, as if appealing to its bearer's most ardent desires.${prompt};Une lumière alléchante brille à l'intérieur des parois cristallisées de ce fragment arraché à un marcheur du Vide, comme si elle faisait appel aux désirs les plus ardents de son porteur.${prompt}
One of your party members has not achieved rank level 3. We cannot reveal any of our tactical strategies to those who have not shown their loyalty to our country.${prompt};L'un des membres de votre groupe n'a pas atteint le niveau de rang 3. Nous ne pouvons révéler aucune de nos stratégies tactiques à ceux qui n'ont pas montré leur loyauté envers notre pays.${prompt}
Aslt. Pts. (Lebros): ${number: 9}.;Points ass. (Lebros) :${number: 9}
(${choice: 14}[－/★]) ${lettercase: 1}${unknown: 0x01053082E59880}: 150.;${choice: 14}${lettercase: 1}${unknown: 0x01053082E59880}: 150.
Go to Kamihr Drifts.;Allez à Kamihr Drifts.
${lettercase: 1}${item-singular: 1[2]}. (${number: 16});${lettercase: 1}${item-singular: 1[2]}${number: 16}
Understood. We hope you enjoyed raising your chocobo.${prompt};Compris. Nous espérons que vous avez aimé élever votre chocobo.${prompt}
For how many days?;Pendant combien de jours ?
There's some special crystal nodes known as “home points” that'll undoubtedly serve you well. Don't forget to interact with all that you find, as they can help you get to far away places.${prompt};Il existe des nœuds de cristal spéciaux appelés « points d'accueil » qui vous seront sans aucun doute très utiles. N'oubliez pas d'interagir avec tout ce que vous trouvez, car ils peuvent vous aider à vous rendre dans des endroits éloignés.${prompt}
${chocobo-word: 4[2]};${chocobo-word: 4[2]}
And that's not all!;Et ce n’est pas tout !
(${choice: 0}[－/★]) ${lettercase: 1}${unknown: 0x01052082FCB280} x3： 730.;${choice: 0}${lettercase: 1}${unknown: 0x01052082FCB280}x3 : 730.
${lettercase: 1}${item-singular: 5[2]}: ${number: 6}.;${lettercase: 1}${item-singular: 5[2]}${number: 6}
Understood. Your chocobo is in good hands with us this week.${prompt};Compris. Votre chocobo est entre de bonnes mains avec nous cette semaine.${prompt}
Color.;Couleur.
CLI: Number of events seen (${number: 2})${prompt};CLI : Nombre d'événements observés (${number: 2}${prompt}
You receive ${article} ${item-article: 0[2]}.${prompt};Vous recevez${article}${item-article: 0[2]}${prompt}
At the same time, feeding your chocobo too much can result in a stomachache. Remember to strike a balance with both the variety and quantity of feed you give to your animal!${prompt};En même temps, trop nourrir votre chocobo peut entraîner des maux d'estomac. N'oubliez pas de trouver un équilibre entre la variété et la quantité de nourriture que vous donnez à votre animal !${prompt}
${lettercase: 1}${item-singular: 4[2]}...${number: 12} pts.;${lettercase: 1}${item-singular: 4[2]}${number: 12}points
Your chocobo enjoyed playing with children. Its discernment seems to have slightly improved.${prompt};Votre chocobo aimait jouer avec les enfants. Son discernement semble s'être légèrement amélioré.${prompt}
Hmmm... Your chocobo seems to be ${choice: 0}[starving/quite hungry/a little hungry/neither hungry nor full/neither hungry nor full/almost full/quite full/completely full].${prompt};Hmmm... Votre chocobo semble être${choice: 0}[affamé/assez faim/un peu faim/ni faim ni rassasié/ni faim ni rassasié/presque rassasié/assez rassasié/complètement rassasié].${prompt}
(${choice: 17}[－/★]) ${lettercase: 1}${unknown: 0x010520828DC680} ✕5 ：660.;${choice: 17}${lettercase: 1}${unknown: 0x010520828DC680}✕5 ：660.
What do you want to know?;Que veux-tu savoir ?
Alright. Here's your ${item-singular: 0[2]}. Now you're ready to do battle, kupo!${prompt};Très bien. Voici votre${item-singular: 0[2]}. Maintenant tu es prêt à te battre, kupo !${prompt}
Those eligible will be able to use the alter ego from the moment they acquire the appropriate ranking level until the tabulation after the next.${prompt};Les personnes éligibles pourront utiliser l'alter ego à partir du moment où elles auront acquis le niveau de classement approprié jusqu'au tableau suivant.${prompt}
${icon: fire}${number: 0} ${icon: ice}${number: 1} ${icon: wind}${number: 2} ${icon: earth}${number: 3} ${icon: lightning}${number: 4} ${icon: water}${number: 5} ${icon: light}${number: 6} ${icon: dark}${number: 7}.${prompt};${icon: fire}${number: 0}${icon: ice}${number: 1}${icon: wind}${number: 2}${icon: earth}${number: 3}${icon: lightning}${number: 4}${icon: water}${number: 5}${icon: light}${number: 6}${icon: dark}${number: 7}${prompt}
Unity Concord.;Unité Concorde.
There's no malice here at all. Please absorb lots more and try again, kupo.${prompt};Il n'y a aucune malveillance ici. S'il vous plaît, absorbez-en beaucoup plus et réessayez, kupo.${prompt}
Maps of the Kuzotz region include Altepa Desert as well as Rabao for ${number: 3} gil.${prompt};Les cartes de la région de Kuzotz incluent le désert d'Altepa ainsi que Rabao pour${number: 3}gil.${prompt}
14.;14.
Sorry, but you will have to do this later. I have something new to report.;Désolé, mais vous devrez faire cela plus tard. J'ai quelque chose de nouveau à vous signaler.
<Gulp>;<Gloussement>
Your chocobo learns Burrow!;Votre chocobo apprend à creuser !
Hesychast's Attire;La tenue de l'hésychaste
I am Jeunoan Ducal Guard, ${name-npc}. My duty is to support the conquest efforts of Windurst, San d'Oria, and Bastok.${prompt};Je suis le garde ducal de Jeunoan,${name-npc}Mon devoir est de soutenir les efforts de conquête de Windurst, San d'Oria et Bastok.${prompt}
Since we are allied with San d'Oria...${wait-animation: 0}${prompt};Puisque nous sommes alliés à San d'Oria...${wait-animation: 0}${prompt}
I have been burdened with the duty of breaking the following news to all our faithful adventurers, kupo...${prompt};J'ai été chargé du devoir d'annoncer la nouvelle suivante à tous nos fidèles aventuriers, kupo...${prompt}
Alright, now rrread this.${prompt};Très bien, maintenant lis ceci.${prompt}
But don't worry, because you have us to help! We're all in this together!${prompt};Mais ne vous inquiétez pas, nous sommes là pour vous aider ! Nous sommes tous dans le même bateau !${prompt}
Five.;Cinq.
I'm sorry.;Je suis désolé.
Starting: No loner sparkling with intelligence;Départ : Pas de solitaire pétillant d'intelligence
Your chocobo seems bored and restless. You should give it something to do, like taking it out to race against other chocobos.${prompt};Votre chocobo semble s'ennuyer et s'agiter. Vous devriez lui donner quelque chose à faire, comme l'emmener faire une course contre d'autres chocobos.${prompt}
Stop caring for your chocobo?;Arrêtez de prendre soin de votre chocobo ?
(${choice: 21}[－/★]) ${lettercase: 1}${unknown: 0x01052082BAC880} x5: 460.;${choice: 21}${lettercase: 1}${unknown: 0x01052082BAC880}x5: 460.
Quit the E.F.?;Quitter l'E.F. ?
There are different methods of acquiring these special types of feed, so be on the lookout for them!${prompt};Il existe différentes méthodes pour acquérir ces types d’aliments spéciaux, alors soyez à l’affût !${prompt}
Brioso Attire.;Tenue Brioso.
If you really want to raise your chocobo's affection quickly, you can give it ${article} ${item-article: 0[2]}, but I can't recommend doing so unless absolutely necessary.${prompt};Si vous voulez vraiment augmenter rapidement l'affection de votre chocobo, vous pouvez le lui donner.${article}${item-article: 0[2]}, mais je ne peux pas recommander de le faire sauf en cas d'absolue nécessité.${prompt}
This week's schedule:;Programme de cette semaine :
${color-alt: 15}You adjusted the waypoint with your ${keyitem-singular: 0[2]}.${prompt};${color-alt: 15}Vous avez ajusté le point de cheminement avec votre${keyitem-singular: 0[2]}${prompt}
${color-alt: 123}An error has occurred. Please try again.;${color-alt: 123}Une erreur s'est produite. Veuillez réessayer.
The ${keyitem-singular: 1[2]}, as the name implies, contains the layout of the Palborough Mines, which lie in North Gustaberg.;Le${keyitem-singular: 1[2]}, comme son nom l'indique, contient le tracé des mines de Palborough, situées à North Gustaberg.
Thank you so very much, ${choice-player-gender}[sir/ma'am]!${prompt};Merci beaucoup,${choice-player-gender}[monsieur/madame]!${prompt}
You can register a chocobo to respond to your call in the field. The chocobo will come to you when you use your ${item-singular: 0[2]}.${prompt};Vous pouvez enregistrer un chocobo pour qu'il réponde à votre appel sur le terrain. Le chocobo viendra à vous lorsque vous utiliserez votre${item-singular: 0[2]}${prompt}
0;0
For example, ${article} ${item-article: 0[2]} will dramatically increase your chocobo's affection, and ${article} ${item-article: 1[2]} will restore its energy.${prompt};Par exemple,${article}${item-article: 0[2]}augmentera considérablement l'affection de votre chocobo, et${article}${item-article: 1[2]}lui redonnera son énergie.${prompt}
Item level 119 weapons/shields.;Armes/boucliers de niveau d'objet 119.
HP：${number: 0} - ${number: 1}（消費：${number: 2}）;CV :${number: 0}${number: 1}（消費：${number: 2}
Purchase a chococard? (${number: 0} gil each);Acheter une chococard ? (${number: 0}gil chacun)
Excuse me, ${choice-player-gender}[mister/lady].;Excusez-moi,${choice-player-gender}[Monsieur/Dame].
Moogles from across Vana'diel have heard of ${choice: 0}[San d'Oria/Bastok/Windurst]'s recent success in collecting crystal shards, and have come bearing gifts! For the next few days, ${choice: 0}[San d'Orian/Bastoker/Windurstian] vendors will be selling specialty goods from everywhere imaginable, kupo!${prompt};Les Moogles de Vana'diel ont entendu parler de${choice: 0}[San d'Oria/Bastok/Windurst] a récemment réussi à collecter des éclats de cristal et est venu avec des cadeaux ! Pour les prochains jours,${choice: 0}Les vendeurs de [San d'Orian/Bastoker/Windurstian] vendront des produits spécialisés venus de partout imaginables, kupo !${prompt}
You have until the next conquest results announcement to complete this mission.;Vous avez jusqu'à la prochaine annonce des résultats de conquête pour terminer cette mission.
Pteroslaver Armor.;Armure de Ptéroslave.
King Ranperre's Tomb (entrance).${prompt};Tombeau du roi Ranperre (entrée).${prompt}
Equ. Lv.99. (Up to ${number: 34});Equ. Lv.99. (Jusqu'à${number: 34}
Deliver messages.;Transmettre des messages.
Compete.;Rivaliser.
Thirty-six. (${number: 4} spark${choice-plurality: 4}[/s]);Trente-six. (${number: 4}étincelle${choice-plurality: 4}[/s])
The Vollbow Region.${choice: 18}[/ (Done)];La région de Vollbow.${choice: 18}[/ (Fait)]
Your current stock of kinetic units totals ${number: 1}.${prompt};Votre stock actuel d'unités cinétiques totalise${number: 1}${prompt}
(${choice: 8}[-/★]) ${lettercase: 1}${unknown: 0x0105208287C480}✕3: ${number: 24}.;${choice: 8}${lettercase: 1}${unknown: 0x0105208287C480}✕3:${number: 24}
You are able to reset your rewards for ${number: 0} deed${choice-plurality: 0}[/s].${prompt};Vous pouvez réinitialiser vos récompenses pour${number: 0}acte${choice-plurality: 0}[/s].${prompt}
You wish to exchange your sparks?;Vous souhaitez échanger vos étincelles ?
This map shows the waterways and islands that make up Carpenters' Landing. It is priced at ${number: 3} gil.${prompt};Cette carte montre les voies navigables et les îles qui composent Carpenters' Landing. Son prix est de${number: 3}gil.${prompt}
The Li'Telor Region (Lv.35～).;La région Li'Telor (Lv.35～).
Castle Adoulin gates. (${number: 4} unit${choice-plurality: 4}[/s])${prompt};Portes du château d'Adoulin.${number: 4}unité${choice-plurality: 4}[/s])${prompt}
Inquire about what?;Se renseigner sur quoi ?
250 to 480 Deed rewards.;250 à 480 récompenses d'actes.
LeT'S tALk aBouT AttRIButeS. AgIlITy (AGI) hAs a VarIetY Of EffECtS, sUch aS IncReaSing pHYsIcaL EvaSioN And aCCurAcy oF RangEd aTTacKs, as WelL aS DecReasINg eNEmiES' CRitIcAL HiT EvaSioN.${prompt};Parlons des attributs. L'agilité (AGI) a une variété d'effets, tels que l'augmentation de l'évasion physique et de la précision des attaques à distance, ainsi que la diminution de l'évasion des coups critiques des ennemis.${prompt}
Plan: Exercise In a Group;Plan : Exercice en groupe
I need time to think.${prompt};J'ai besoin de temps pour réfléchir.${prompt}
8000-pt. items (rank 3 required).;Articles de 8 000 points (rang 3 requis).
${lettercase: 1}${item-plural: 0[2]} are effective for most status abnormalities, restoring instant health to your chocobo. Of course, you still need to continue caring for your chocobo so it can fully recover.${prompt};${lettercase: 1}${item-plural: 0[2]}sont efficaces pour la plupart des anomalies de statut, restaurant instantanément la santé de votre chocobo. Bien sûr, vous devez continuer à prendre soin de votre chocobo pour qu'il puisse récupérer complètement.${prompt}
${lettercase: 1}${unknown: 0x01053082909980}.;${lettercase: 1}${unknown: 0x01053082909980}
Yes, you read that correctly--the attributes of certain equipment will increase in line with your Unity's ranking.${prompt};Oui, vous avez bien lu : les attributs de certains équipements augmenteront en fonction du classement de votre Unity.${prompt}
Resistance Credits: ${number: 19}.;Crédits de Résistance :${number: 19}
${number: 3} ${item-given-plurality: 3[2], 2[2]}.;${number: 3}${item-given-plurality: 3[2], 2[2]}
${lettercase: 1}${keyitem-singular: 30[2]} (lv.${number: 31}): ${number: 32};${lettercase: 1}${keyitem-singular: 30[2]}(nv.${number: 31}${number: 32}
Flaviria.;Flavirie.
Tu'Lia.${choice: 21}[/ (Done)];Tu'Lia.${choice: 21}[/ (Fait)]
Settling down.;S'installer.
${choice: 0}[/${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 1} ${choice: 2}[/${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 3} ${choice: 4}[/${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 5} ${choice: 6}[/${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 7}.${prompt};${choice: 0}${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}${number: 1}${choice: 2}${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}${number: 3}${choice: 4}${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}${number: 5}${choice: 6}${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}${number: 7}${prompt}
You are unable to trade that item because you cannot store any more ${item-plural: 1[2]}.${prompt};Vous ne pouvez pas échanger cet article car vous ne pouvez plus en stocker${item-plural: 1[2]}${prompt}
The chocobo looks like it's already full, but it's forcing itself to eat...${prompt};Le chocobo a l'air déjà rassasié, mais il se force à manger...${prompt}
Frontier Station. (${number: 4} unit${choice-plurality: 4}[/s]);Gare Frontière. (${number: 4}unité${choice-plurality: 4}[/s])
But I suspect this is of little interest to a layman like you. Allow me to return to the subject at hand.${prompt};Mais je crains que cela n'intéresse pas grand monde comme vous. Permettez-moi de revenir au sujet qui nous occupe.${prompt}
Bihu Attire.;Tenue Bihu.
The Kolshushu Region (Lv.20～).;La région de Kolshushu (Niv.20～).
Exchange for what? (On hand: ${number: 0});Échange contre quoi ? (En main :${number: 0}
Time required.;Temps requis.
Select an option.;Sélectionnez une option.
Alright then!;Très bien alors !
${lettercase: 1}${unknown: 0x01053082969980}.;${lettercase: 1}${unknown: 0x01053082969980}
No longer in love.;Je ne suis plus amoureux.
The moogle appears to have received a message...!;Le moogle semble avoir reçu un message...!
Control status.;État du contrôle.
Some of these benefits include changes to Unity accolades gained and the effects of equipment earned from Wanted battles.${prompt};Certains de ces avantages incluent des modifications apportées aux distinctions Unity obtenues et aux effets de l'équipement gagné lors des batailles Wanted.${prompt}
Perhaps a catalyst of sorts could help to spur along the process?${prompt};Peut-être qu’une sorte de catalyseur pourrait aider à accélérer le processus ?${prompt}
LeT'S tALk aBouT AttRIButeS. InTElLiGEncE (INT) iNcReaSEs tHe MagIC aCCuraCy and DaMAge Of ElEmenTAL MaGiC sPeLLs.${prompt};Parlons des attributs. L'intelligence (INT) augmente la précision magique et les dégâts des sorts magiques élémentaires.${prompt}
Your chocobo has been receiving plenty of affection, and seems extremely happy. It is in excellent condition now!${prompt};Votre chocobo a reçu beaucoup d'affection et semble extrêmement heureux. Il est maintenant en excellent état !${prompt}
Thank you, come again!${prompt};Merci, revenez !${prompt}
Come back later.${prompt};Revenez plus tard.${prompt}
