Objective: Trigger the additional effect of the ${item-singular: 5[2]} / Times: ${number: 0}.;
Objective: Erebus / Kills: ${number: 2}/${number: 0}.;
Objective: Tinnin / Kills: ${number: 0}.;
l: ${number: 0}.;
Difficulty: ${choice: 2}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 3} ${choice: 4}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 5} ${choice: 6}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 7} ${choice: 8}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 9};
Objective: Adze / Kills: ${number: 2}/${number: 0}.;
Avatar: ${choice: 5}[Carbuncle/Fenrir/Ifrit/Titan/Leviathan/Garuda/Shiva/Ramuh/Diabolos].;
Weather: ${choice: 5}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}/${icon: fire}${icon: wind}${icon: lightning}${icon: light}/${icon: ice}${icon: earth}${icon: water}${icon: dark}/${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}].;
Weapon Skill: Any great sword weapon skill, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Mercy Stroke, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Jolly Green / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Steel Cyclone, ${number: 0} ${choice-plurality: 0}[time/times].;
${keyitem-singular: 10[2]}: ${choice: 2}[ON/OFF].;
Weapon Skill: Any dagger weapon skill dealing ${number: 5} or more damage, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Any great sword weapon skill dealing ${number: 5} or more damage, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
${lettercase: 1}${item-singular: 3[2]}（${number: 3}）.;
Objective: Bashe / Kills: ${number: 2}/${number: 0}.;
Wait, how about you and me be friends instead? Sound good?${prompt};
Objective: Mildaunegeux / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Blade: Ku, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Howling Fist, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
I would say we've taken out around ${number: 0} ${choice-plurality: 0}[enemy/enemies] by now.;
Confirm: ${lettercase: 1}${item-singular: 8[2]}${choice: 9}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}];
Objective: Megalobugard / Kills: ${number: 2}/${number: 0}.;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the hecteyes family: ${number: 2}/${number: 0}.;
Objective: Orctrap / Kills: ${number: 0}.;
Weapon Skill: Ground Strike, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Tottering Toby / Kills: ${number: 2}/${number: 0}.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the bomb family.;
Weapon Skill: Any sword weapon skill dealing ${number: 5} damage or more, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Moo Ouzi the Swiftblade / Kills: ${number: 0}.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the sea monk family.;
Well, if that's the case, I'm outta here.${prompt};
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the Qiqirn family.;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the hound family: ${number: 2}/${number: 0}.;
Weapon Skill: Sickle Moon, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
${choice: 10}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}] ${number: 11} ${choice: 12}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 13}${prompt};
Objective: Ge'Dha Evileye / Kills: ${number: 2}/${number: 0}.;
Objective: Deadly Dodo / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Ground Strike, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Mischievous Micholas / Kills: ${number: 0}.;
Objective: Animated Horn / Kills: ${number: 0}.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the fly family.;
Objective: Gargantua / Kills: ${number: 0}.;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the goobbue family: ${number: 2}/${number: 0}.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the xzomit family.;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the treant family: ${number: 2}/${number: 0}.;
Objective: ${number: 2}/${number: 0} dragon-type creature${choice-plurality: 0}[/s].;
Weapon Skill: Rock Crusher, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Detonator, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Attack: ${choice: 6}[Fire/Ice/Wind/Earth/Thunder/Water/Light/Darkness] damage of ${number: 5} ${choice-plurality: 5}[point/points] or greater.;
Objective: Khalamari / Kills: ${number: 0}.;
Weapon Skill: Tachi: Goten, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the bomb family: ${number: 2}/${number: 0}.;
Objective: Vuu Puqu the Beguiler / Kills: ${number: 0}.;
Press a button to continue.${prompt};
Weapon Skill: Arching Arrow, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Spiral Hell, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Trembler Tabitha / Kills: ${number: 0}.;
Weapon Skill: Vidohunir, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: ${number: 2}/${number: 0} demon-type creature${choice-plurality: 0}[/s].;
Weapon Skill: Viper Bite, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Tachi: Rana, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Any weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Tachi: Kasha;
Objective: Tyger / Kills: ${number: 0}.;
Objective: ${number: 2}/${number: 0} lizard-type creature${choice-plurality: 0}[/s].;
${lettercase: 1}${item-singular: 8[2]}${choice: 9}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}] ${choice: 12}[(Unused)/(Used)].;
Objective: Animated Great Axe / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Steel Cyclone, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the morbol family.;
Objective: Tumbling Truffle / Kills: ${number: 0}.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the crawler family.;
Objective: Bloodpool Vorax / Kills: ${number: 0}.;
Objective: Donggu / Kills: ${number: 0}.;
Objective: Jyeshtha / Kills: ${number: 0}.;
Lv.${number: 1}: Operate pressure handle.;
Objective: Ge'Dha Evileye / Kills: ${number: 0}.;
Objective: Serpopard Ishtar / Kills: ${number: 0}.;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the hpemde family: ${number: 2}/${number: 0}.;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the tiger family: ${number: 2}/${number: 0}.;
${lettercase: 1}${item-singular: 5[2]}（${number: 5}）.;
${number: 4} ${number: 5} ${number: 6} ${number: 7}${prompt};
Weapon Skill: King's Justice, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Full Swing, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Hear...stories... Can tell...if...${prompt};
Weapon Skill: Blast Arrow, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
${icon: lightning}${number: 11} ${icon: water}${number: 13} ${icon: light}${number: 15} ${icon: dark}${number: 17}${prompt};
Objective: ${choice-plurality: 0}[Monster/Monsters] of the buffalo family: ${number: 2}/${number: 0}.;
Objective: ${number: 2}/${number: 0} elemental-type creature${choice-plurality: 0}[/s].;
We've only beaten ${number: 0} ${choice-plurality: 0}[enemy/enemies] so far.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of any family.;
Weapon Skill: Mandalic Stab, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Serra / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Blade: Kamu;
Weapon Skill: Tachi: Jinpu, ${number: 0} ${choice-plurality: 0}[time/times].;
Do you want to hear a story?;
Weapon Skill: Insurgency, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the cluster bomb family.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the Ahriman family.;
Objective: Animated Claymore / Kills: ${number: 2}/${number: 0}.;
Objective: Animated Tabar / Kills: ${number: 2}/${number: 0}.;
This area is currently affected by the Super Kupower: “${choice: 1}[/Thrifty Transit/Martial Master/Blood of the Vampyr/Treasure Hound/Artisan's Advantage/Myriad Mystery Boxes/Dilatory Digestion/Boundary Buster/Bountiful Bazaar/Swift Shoes/Crystal Caboodle]”!;
Objective: ${number: 0} amorph-type creature${choice-plurality: 0}[/s].;
Objective: Irrlicht / Kills: ${number: 0}.;
Objective: Seww the Squidlimbed / Kills: ${number: 0}.;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the spider family: ${number: 2}/${number: 0}.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the treant family.;
Objective: Buburimboo / Kills: ${number: 2}/${number: 0}.;
Yep.;
Objective: Teporingo / Kills: ${number: 2}/${number: 0}.;
Objective: Battleclad Chariot / Kills: ${number: 0}.;
Pz Min : ${number: 2};
Weapon Skill: Expiacion, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Tzee Xicu Idol / Kills: ${number: 2}/${number: 0}.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the dhalmel family.;
Objective: Namtar / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Any staff weapon skill dealing ${number: 5} or more damage, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Any club weapon skill, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Vidohunir, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
武器の値段:${number: 2}、入れるポイント:${number: 3}${prompt};
Weapon Skill: Any staff weapon skill dealing ${number: 5} damage or more, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the crawler family: ${number: 2}/${number: 0}.;
Let's hear one.${prompt};
Objective: ${choice-plurality: 0}[Monster/Monsters] of the ghrah family: ${number: 2}/${number: 0}.;
Objective: Goublefaupe / Kills: ${number: 2}/${number: 0}.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the beetle family.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the bugard family.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the hippogryph family.;
Weapon Skill: Calamity, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Freezebite, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Leg Sweep, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Gloomanita / Kills: ${number: 2}/${number: 0}.;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the Qiqirn family: ${number: 2}/${number: 0}.;
Objective: Velosareon / Kills: ${number: 0}.;
Objective: Long-Bowed Chariot / Kills: ${number: 2}/${number: 0}.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the funguar family.;
Objective: Feuerunke / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Any katana weapon skill dealing ${number: 5} or more damage, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the ghost family.;
Weapon Skill: Any hand-to-hand weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Spinning Axe, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Quetzalli / Kills: ${number: 2}/${number: 0}.;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the sea monk family: ${number: 2}/${number: 0}.;
Weapon Skill: Final Heaven, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Tachi: Goten, ${number: 0} ${choice-plurality: 0}[time/times].;
${choice: 2}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 3};
Objective: Valkurm Emperor / Kills: ${number: 2}/${number: 0}.;
No, thank you.;
Objective: Tinnin / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Mordant Rime, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Randgrith, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Any great katana weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Difficulty: ${choice: 2}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}] ${number: 3} ${choice: 4}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 5} ${choice: 6}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}] ${number: 7} ${choice: 8}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 9};
Objective: Teporingo / Kills: ${number: 0}.;
Objective: Erebus / Kills: ${number: 0}.;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the ghost family: ${number: 2}/${number: 0}.;
Weapon Skill: Hot Shot, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Keeper of Halidom / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Any club weapon skill dealing ${number: 5} damage or more, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Burning Blade, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Synergy rank: ${choice: 29}[Amateur/Recruit/Initiate/Novice/Apprentice/Journeyman/Craftsman/Artisan/Adept/Veteran/Expert/Authority/Luminary/Master/Grandmaster/Legend];
Objective: ${choice-plurality: 0}[Monster/Monsters] of the beetle family: ${number: 2}/${number: 0}.;
Objective: Keeper of Halidom / Kills: ${number: 0}.;
...outta here.........${prompt};
${color-alt: 121}${name-player} obtains ${number: 0} ${choice-plurality: 0}[ponze/ponzes] of cinder.;
Weapon Skill: Howling Fist, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Kirata / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Any sword weapon skill dealing ${number: 5} or more damage, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Geirskogul, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Blast Arrow, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Any katana weapon skill, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the manticore family: ${number: 2}/${number: 0}.;
The ${number: 1} ${choice-plurality: 1}[portion/portions] of ${choice: 0}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}] fewell fed ${choice-plurality: 1}[causes/cause] ${choice: 0}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}] elemental power to rise to ${number: 2}!;
Objective: Armored Chariot / Kills: ${number: 2}/${number: 0}.;
Objective: ${number: 2}/${number: 0} undead-type creature${choice-plurality: 0}[/s].;
Objective: Daggerclaw Dracos / Kills: ${number: 2}/${number: 0}.;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the gnole family: ${number: 2}/${number: 0}.;
Objective: Jyeshtha / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Shining Blade, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Death Blossom, ${number: 0} ${choice-plurality: 0}[time/times].;
Difficulty: ${choice: 2}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 3} ${choice: 4}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 5} ${choice: 6}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 7}${prompt};
Objective: Yacumama / Kills: ${number: 0}.;
Objective: Herbage Hunter / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Any sword weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Retribution, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Animated Scythe / Kills: ${number: 0}.;
Objective: Animated Longsword / Kills: ${number: 2}/${number: 0}.;
Objective: Bugbear Strongman / Kills: ${number: 2}/${number: 0}.;
Weapon Skill: Any axe weapon skill dealing ${number: 5} or more damage, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Oh my Gob! You're one of those adventurerurers, aren't ya?;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the soulflayer family: ${number: 2}/${number: 0}.;
Lv.${number: 0}: Thwack furnace.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the magic pot family.;
Lv.${number: 4}: Recycle strewn fewell.;
${icon: wind} fewell (${number: 2}).;
Weapon Skill: Tachi: Rana, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Spinning Axe, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
I travel all over the world and hear lots of differererent stories. I even hear your stories. I can tell you one, if you want.${prompt};
Objective: ${number: 2} / ${number: 0} ${item-given-plurality: 0[2], 5[2]}.;
Weapon Skill: Evisceration, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Chesma / Kills: ${number: 2}/${number: 0}.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the hpemde family.;
Weapon Skill: Any archery weapon skill dealing ${number: 5} or more damage, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Any club weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Mystic Boon, ${number: 0} ${choice-plurality: 0}[time/times].;
“Items, items, la la la la la～♪”${prompt};
${lettercase: 1}${item-singular: 8[2]}${choice: 10}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}] ${choice: 13}[(Unused)/(Used)].;
.........listen......${prompt};
Weapon Skill: Any polearm weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Backhand Blow, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Skuld / Kills: ${number: 0}.;
Weapon Skill: Arching Arrow, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Mordant Rime, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Tachi: Kasha, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the fly family: ${number: 2}/${number: 0}.;
Objective: ${number: 0} ${choice-plurality: 0}[monster/monsters] of the leech family.;
Objective: Nocuous Weapon / Kills: ${number: 0}.;
Objective: Adze / Kills: ${number: 0}.;
Weapon Skill: Shadowstitch, ${number: 0} ${choice-plurality: 0}[time/times].;
Weapon Skill: Any scythe weapon skill, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Lumbering Lambert / Kills: ${number: 0}.;
Weapon Skill: Any staff weapon skill, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
${keyitem-singular: 11[2]}: ${choice: 3}[ON/OFF].${prompt};
Weapon Skill: Blade: Ku, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Panzer Percival / Kills: ${number: 0}.;
Objective: Daggerclaw Dracos / Kills: ${number: 0}.;
Weapon Skill: Skewer, ${number: 2} / ${number: 0} ${choice-plurality: 0}[time/times].;
Hey, watch out. You don't wanna fight me. I'll turn you into meat jerky!;
Objective: ${choice-plurality: 0}[Monster/Monsters] of the golem family: ${number: 2}/${number: 0}.;
Weapon Skill: Burning Blade, ${number: 0} ${choice-plurality: 0}[time/times].;
Objective: Animated Claymore / Kills: ${number: 0}.;
mes4${prompt};
Who are you!?${prompt};
mes6${prompt};
mes10${prompt};
mes2${prompt};
Hmph...;
.........${prompt};
mes1${prompt};
mes3${prompt};
mes5${prompt};
.........;
May it serve thee well.${prompt};
${color-alt: 123}Your party leader is attempting to commence a Wanted battle. You do not have the objective set, so your rewards will be limited.${prompt};
${unknown: 0x01054082828080}.;
Meriphataud Mountains: ${choice: 2}[★/★★/★★★/★★★★/★★★★★];
${color-alt: 123}Unable to commence Wanted battle${prompt};
Batallia Downs: ${choice: 3}[★/★★/★★★/★★★★/★★★★★]${prompt};
Commence the Wanted battle? (${number: 1} acc.);
Pray accept this ${item-singular: 0[2]} as but a humble token of our gratitude.${prompt};
Thenceforth, it shall be rendered useless. Pray be wary!${prompt};
${color-alt: 123}One or more party/alliance members is currently viewing a cut scene.${prompt};
デバッグ：モンスターレベルは${prompt};
You have ${number: 0} ${choice-plurality: 0}[minute/minutes] (Earth time) to complete the battle.${prompt};
You have ventured too far from the field of battle.;
Vunkerl Inlet: ${choice: 2}[★/★★/★★★/★★★★/★★★★★];
(Test message.)${prompt};
You have wandered too far from the monster and can no longer sense its presence.${prompt};
Sauromugue Champaign: ${choice: 3}[★/★★/★★★/★★★★/★★★★★]${prompt};
${unknown: 0x01054082838080}.;
Withdraw.;
Otherwise, we shall have no choice but to dispose of it.${prompt};
${color-alt: 123}All party members have been knocked out. Leaving the Wanted battle in ${number: 0} minute${choice-plurality: 0}[/s].${prompt};
How wouldst thou proceed?${prompt};
${color-alt: 123}One or more party/alliance members has an alter ego active.${prompt};
Your party does not meet the minimum required number of ${number: 0} members.;
Charge in.;
${color-alt: 123}You are not the party leader.${prompt};
You have lost sight of the monster and can no longer sense its presence.${prompt};
Ah, 'tis unfortunate.;
How will you proceed?;
Thou shouldst speak with my sister Callisto, who abides in Grauberg's Witchfire Glen.${prompt};
Nothing happens...${prompt};
Sadly, my folk are not well-versed in the penchants of adventurers these days...${prompt};
${color-alt: 123}Accept the appropriate Unity: Wanted objective from the Records of Eminence list.${prompt};
Greetings, traveler!;
Your time for this Confrontation is up...${prompt};
${color-alt: 123}One or more party/alliance members is already participating in other content.${prompt};
I have been observing our foe closely from my post.;
${unknown: 0x01054082848080}.;
The ${item-singular: 1[2]} thou hast entrusted to our keeping can endure only ${number: 0} more enchantments.;
Jugner Forest: ${choice: 1}[★/★★/★★★/★★★★/★★★★★];
Grauberg: ${choice: 1}[★/★★/★★★/★★★★/★★★★★];
Refuse. (${number: 0} times remaining)${prompt};
Unable to enter area.;
Hark! Our foe lurks thither.;
You have only ${number: 0} ${choice-plurality: 0}[second/seconds] (Earth time) remaining.${prompt};
By your leave, I shall share with thee their findings.${prompt};
Beaucedine Glacier: ${choice: 0}[★/★★/★★★/★★★★/★★★★★];
Accept the item?;
'Twould appear that thy weapon can endure no further enchantments.${prompt};
The Confrontation will automatically disengage if you do not return.${prompt};
Fort Karugo-Narugo: ${choice: 1}[★/★★/★★★/★★★★/★★★★★];
The content for this Wanted battle is ${number: 2}.;
One or more party/alliance members have not yet received their additional rewards for completing ${unknown: 0x01054082808080}.${prompt};
Let's go!;
You have returned to the field of battle.${prompt};
Our foe advances...may thine aim be true!;
By my troth, what a thrilling battle! When thou landed the felling blow, a shiver ran down my wings!;
The ${keyitem-singular: 0[2]} is ripped violently to pieces!${prompt};
How do you react?;
The Confrontation has been disengaged.${prompt};
Those who have accepted ${unknown: 0x01054082808080} must pay ${number: 1} Unity accolades to participate.;
${choice: 3}[Ready to begin?/You do not have the appropriate object set, so your rewards will be limited.]${prompt};
East Ronfaure: ${choice: 0}[★/★★/★★★/★★★★/★★★★★];
${color-alt: 123}One or more party/alliance members do not have the required ${number: 0} Unity accolade${choice-plurality: 0}[/s] to join the fray.${prompt};
Rolanberry Fields: ${choice: 3}[★/★★/★★★/★★★★/★★★★★]${prompt};
Splendid!;
Many thanks for thine assistance!${prompt};
${color-alt: 123}Your party leader is attempting to commence a Wanted battle.${prompt};
North Gustaberg：${choice: 0}[★/★★/★★★/★★★★/★★★★★];
${color-alt: 123}You must have at least ${number: 0} people in your party/alliance to participate.${prompt};
As promised, here is thy reward.${prompt};
Which objective would you like to undertake?;
Though it may fall short of thy expectations, pray accept it.${prompt};
デバッグ：強さランクは${prompt};
It appears that ${choice: 0}[it remains but a fledgling./its strength is on the wane./it has only begun to realize its true strength./its strength is burgeoning by the day./it has reached the pinnacle of its power.]${prompt};
Not all of your party members meet the requirements for this objective.;
${unknown: 0x01054082868080}.;
You currently have multiple Wanted battle objectives set. Select which one you would like to undertake.${prompt};
${color-alt: 123}No one in your party has set the appropriate Records of Eminence objective.${prompt};
In that event, we shall prepare thy weapon to be enchanted anew.;
${unknown: 0x01054082858080}.;
Accept.;
${color-alt: 123}One or more party/alliance members have not accepted the objective for ${unknown: 0x01054082808080}.${prompt};
How dost thou fare in thine adventures?${prompt};
${color-alt: 123}Some members of your party/alliance are not in the appropriate staging zone.${prompt};
You sense an ominous presence...${prompt};
${unknown: 0x01054082808080}.;
${color-alt: 121}${entity: 0} obtained ${article} ${item-article: 0[2]}!${prompt};
Enter the garrison?;
${color-alt: 123}${unknown: 0x01054082808080} will be active the next time you join this battle.${prompt};
Check weapon.${prompt};
${color-alt: 123}One or more party/alliance members has a fellow active.${prompt};
You are not in possession of ${keyitem-article: 0[2]}.;
Pashhow Marshlands: ${choice: 2}[★/★★/★★★/★★★★/★★★★★];
${unknown: 0x01054082878080}.${prompt};
My people would entreat thy assistance, and offer rich reward in return.;
Xarcabard: ${choice: 1}[★/★★/★★★/★★★★/★★★★★]${prompt};
${color-alt: 123}${unknown: 0x01054082808080} has been removed. Reselect the objective and try again.${prompt};
My sisters are monitoring the strength of our enemies throughout the realm.;
Dost thou find this enchantment to thy liking?${prompt};
デバッグ：内部段階は${prompt};
You have ${number: 0} ${choice-plurality: 0}[minute/minutes] (Earth time) remaining to complete the battle.${prompt};
${unknown: 0x01054082818080}.;
Greetings, fair traveler.;
West Sarutabaruta: ${choice: 0}[★/★★/★★★/★★★★/★★★★★];
Scout the enemy.;
${color-alt: 123}You have ventured too far from the field of battle.;
May thou be once more triumphant in battle anon!${prompt};
${lettercase: 1}${article} ${item-article: 0[2]}, yes?;
Deal, kupo? (Current gil: ${number: 18}).;
${lettercase: 1}${article} ${item-article: 32[2]} will cost you ${number: 19} gil.;
${lettercase: 1}${article} ${item-article: 12[2]}.;
${lettercase: 1}${article} ${item-article: 8[2]} (${number: 9}).;
Track: ${choice: 9}[???/The Federation of Windurst/The Celestial Capital - Al'Taieu/Tarutaru Female/#57].;
